"Intake24 food code","English description","Local description","Source locale","FCT","FCT record ID","Sub group code","Energy (kcal) (kcal)","Energy (kJ) (kJ)","Water (g)","Total nitrogen (g)","Nitrogen conversion factor (g)","Protein (g)","Carbohydrate (g)","Englyst fibre (g)","Alcohol (g)","Starch (g)","Total sugars (g)","Non-milk extrinsic sugars (g)","Intrinsic and milk sugars (g)","Glucose (g)","Fructose (g)","Sucrose (g)","Maltose (g)","Lactose (g)","Other sugars (UK) (g)","Fat (g)","Satd FA (g)","Cis-Mon FA (g)","Cis-n3 FA (g)","Cis-n6 FA (g)","Trans FA (g)","Cholesterol (g)","Retinol (g)","Total carotene (g)","Alpha-carotene (g)","Beta-carotene (g)","Beta cryptoxanthin (g)","Vitamin A (g)","Vitamin D (g)","Thiamin (g)","Riboflavin (g)","Niacin (g)","Tryptophan/60 (g)","Niacin equivalent (g)","Vitamin C (g)","Vitamin E (g)","Vitamin B6 (g)","Vitamin B12 (g)","Folate (g)","Pantothenic acid (g)","Biotin (g)","Sodium (g)","Potassium (g)","Calcium (g)","Magnesium (g)","Phosphorus (g)","Iron (g)","Haem iron (g)","Non-haem iron (g)","Copper (g)","Zinc (g)","Chloride (g)","Iodine (g)","Manganese (g)","Selenium (g)","AOAC (g)","FS Table sugar (g)","FS Other Added Sugar (g)","FS Honey (g)","FS Fruit Juice (g)","FS Dried Fruit (g)","FS Fruit Puree (g)","FS Stewed Fruit (g)","FS Vegetable Puree (g)","Total FS (g)","Fruit (g)","Dried fruit (g)","Fruit juice (g)","Smoothie fruit (g)","Tomatoes (g)","Tomato puree (g)","Brassicaceae (g)","Yellow Red Green (g)","Beans (g)","Nuts (g)","Other Vegetables (g)","Beef (g)","Lamb (g)","Pork (g)","Processed Red Meat (g)","Other Red Meat (g)","Burgers (g)","Sausages (g)","Offal (g)","Poultry (g)","Processed Poultry (g)","Game Birds (g)","White Fish (g)","Oily Fish (g)","Canned Tuna (g)","Shellfish (g)","Cottage Cheese (g)","Cheddar Cheese (g)","Other Cheese (g)"
"CRRF","Croissants, plain, reduced fat","Croissants, plain, reduced fat","UK_V2_2022","UK_NDB_1","8432","8D","334.0","1407.0","27.3","1.5","7.1","9.2","47.4","2.6","0.0","40.8","6.6","3.7","2.9","0.0","0.0","4.0","0.1","2.6","0.0","13.3","7.85","3.42","0.12","0.56","0.41","64.0","164.0","86.0","0.0","86.0","0.0","178.0","0.52","0.24","0.34","1.3","2.1","3.3","0.6","0.7","0.2","0.4","197.0","0.9","13.0","510.0","276.0","120.0","31.0","184.0","2.1","0.0","2.1","0.32","1.0","877.0","18.0","0.38","5.0","3.2","3.7","0.0","0.0","0.0","0.0","0.0","0.0","0.0","3.7","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"CRRW","Courgette (zucchini), raw","Courgette (zucchini), raw","UK_V2_2022","UK_NDB_1","1733","36B","18.0","74.0","93.7","0.3","6.25","1.8","1.8","0.9","0.0","0.1","1.7","0.0","1.7","0.7","0.8","0.2","0.0","0.0","0.0","0.4","0.1","0.04","0.13","0.08","0.0","0.0","0.0","610.0","0.0","550.0","120.0","102.0","0.0","0.12","0.02","0.3","0.3","0.6","21.0","0.1","0.1","0.0","52.0","0.1","0.0","1.0","360.0","25.0","22.0","45.0","0.8","0.0","0.8","0.02","0.3","45.0","2.0","0.1","1.0","0.5","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","100.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"CRSO","Cream soda","Cream soda","UK_V2_2022","UK_NDB_1","7901","57B","19.0","82.0","90.6","0.0","6.25","0.0","5.1","0.0","0.0","0.0","5.1","5.1","0.0","1.3","1.3","2.5","0.1","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.0","7.0","2.0","5.0","1.0","0.0","0.0","0.0","0.0","0.0","0.0","7.0","0.0","0.0","0.0","0.1","5.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","5.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"CRSP","Carrot soup (e.g. carrot & coriander)","Carrot soup (e.g. carrot & coriander)","UK_V2_2022","UK_NDB_1","6612","50D","28.0","120.0","93.1","0.1","7.72","0.4","3.7","1.0","0.0","0.1","3.6","0.5","3.2","0.8","0.7","1.7","0.0","0.0","0.4","1.5","0.19","0.68","0.05","0.44","0.0","0.0","0.0","3171.0","845.0","2747.0","3.0","528.0","0.0","0.05","0.01","0.2","0.1","0.3","3.9","0.4","0.0","0.0","6.0","0.1","0.0","9.0","86.0","16.0","5.0","12.0","0.2","0.0","0.2","0.03","0.1","41.0","1.0","0.06","0.0","1.5","0.0","0.0","0.0","0.5","0.0","0.0","0.0","0.0","0.5","0.0","0.0","4.33","0.0","0.0","0.0","0.0","23.12","0.0","0.0","23.12","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"CRST","White crusty bread (including tiger bread)","White crusty bread (including tiger bread)","UK_V2_2022","UK_NDB_1","121","2R","243.0","1034.0","36.5","1.6","5.7","9.1","50.6","2.1","0.0","47.8","2.8","0.0","2.8","0.0","0.1","0.0","2.7","0.0","0.0","1.9","0.46","0.4","0.05","0.52","0.05","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.2","0.06","1.5","2.0","3.5","0.0","0.2","0.1","0.0","24.0","0.4","3.0","328.0","135.0","172.0","19.0","89.0","1.3","0.0","1.3","0.12","0.8","666.0","4.0","0.46","5.0","2.9","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"CRTR","Cream of tartar","Cream of tartar","UK_V2_2022","UK_NDB_1","2502","50R","163.0","693.0","6.3","0.8","6.25","5.2","37.8","0.0","0.0","37.8","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.0","1.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","11800.0","49.0","1130.0","9.0","8430.0","0.0","0.0","0.0","0.0","2.8","29.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"CRWB","Cream filled wafer (e.g. Happy hippo)","Cream filled wafer (e.g. Happy hippo)","UK_V2_2022","UK_NDB_1","8021","44R","551.0","2301.0","2.1","1.4","6.25","8.8","51.1","1.4","0.0","5.1","46.1","37.0","9.1","0.0","0.0","37.4","0.0","8.6","0.0","36.1","9.68","18.34","1.13","4.91","0.13","15.0","60.0","18.0","0.0","18.0","0.0","63.0","0.14","0.15","0.38","0.4","2.3","2.7","1.3","6.9","0.2","1.0","18.0","0.8","12.0","91.0","420.0","236.0","52.0","219.0","1.3","0.0","1.3","0.28","1.1","186.0","37.0","0.73","3.0","1.8","37.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","37.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","12.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"CRWI","Croutons, white","Croutons, white","UK_V2_2022","UK_NDB_1","123","2R","512.0","2138.0","13.2","1.3","6.31","7.4","46.1","1.7","0.0","42.9","3.2","0.0","3.2","0.0","0.2","0.0","2.9","0.0","0.0","34.5","4.39","6.98","1.06","20.04","0.02","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.21","0.06","1.2","1.5","2.7","0.0","16.1","0.1","0.0","19.0","0.3","1.0","329.0","112.0","133.0","17.0","71.0","1.2","0.0","1.2","0.11","0.6","545.0","3.0","0.37","4.0","2.3","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"CRYJ","Cherry juice drink","Cherry juice drink","UK_V2_2022","UK_NDB_1","8144","57C","16.0","70.0","93.4","0.0","6.25","0.0","4.4","0.0","0.0","0.0","4.4","4.4","0.0","0.3","0.3","3.9","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","4.4","0.0","0.0","0.0","0.0","0.0","0.0","0.0","5.0","1.0","0.0","0.0","0.0","0.0","0.0","0.01","0.0","0.0","0.0","0.0","0.0","0.0","4.0","0.0","0.0","0.3","0.0","0.0","0.0","0.0","4.3","0.0","0.0","5.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"CRYS","Curry sauce (e.g. balti/jalfrezi)","Curry sauce (e.g. balti/jalfrezi)","UK_V2_2022","UK_NDB_1","2420","50R","83.0","345.0","82.6","0.2","6.25","1.4","7.4","1.5","0.0","1.6","5.8","1.8","4.0","1.8","2.1","1.8","0.0","0.0","0.1","5.5","0.67","2.19","0.25","2.07","0.05","0.0","0.0","384.0","16.0","327.0","98.0","64.0","0.0","0.03","0.03","0.8","0.1","0.9","3.3","2.3","0.1","0.0","11.0","0.3","3.0","310.0","236.0","33.0","18.0","32.0","1.0","0.0","1.0","0.09","0.2","540.0","2.0","0.29","1.0","1.6","1.5","0.0","0.0","0.0","0.0","0.0","0.0","3.1","4.6","1.56","0.22","0.44","0.0","21.62","8.11","0.0","2.2","0.0","0.0","15.54","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"CSBC","Chocolate coated biscuit with cream filling (e.g. Penguin)","Chocolate coated biscuit with cream filling (e.g. Penguin, Club)","UK_V2_2022","UK_NDB_1","8193","7A","524.0","2195.0","1.6","0.9","5.7","5.0","66.1","1.7","0.0","23.7","42.4","41.5","0.9","0.0","0.0","38.6","0.0","3.8","0.0","28.5","16.0","8.94","0.07","1.9","0.07","19.0","0.0","14.0","0.0","14.0","0.0","2.0","0.0","0.11","0.13","1.3","1.0","2.3","0.0","1.8","0.1","0.1","9.0","0.7","5.0","132.0","337.0","146.0","42.0","156.0","3.0","0.0","3.0","0.35","0.8","121.0","14.0","0.53","7.0","2.3","34.8","4.3","0.0","0.0","0.0","0.0","0.0","0.0","39.1","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"CSBF","Chocolate coated biscuit (e.g. Rocky bar, Club, Breakaway)","Chocolate coated biscuit (e.g. Rocky bar, Breakaway)","UK_V2_2022","UK_NDB_1","253","7A","498.0","2089.0","1.9","1.1","5.7","6.1","66.3","1.7","0.0","25.3","41.0","36.1","4.9","0.0","0.0","34.8","0.0","6.1","0.0","25.0","13.6","8.18","0.09","1.62","0.09","15.0","28.0","17.0","0.0","17.0","0.0","31.0","0.0","0.0","0.0","0.0","1.2","1.2","0.0","0.0","0.0","0.0","0.0","0.6","3.0","196.0","344.0","163.0","46.0","204.0","2.0","0.0","2.0","0.28","1.0","154.0","14.0","0.68","3.0","2.3","34.8","1.4","0.0","0.0","0.0","0.0","0.0","0.0","36.2","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"CSCB","Chocolate sponge cake with buttercream filling","Chocolate sponge cake with buttercream filling","UK_V2_2022","UK_NDB_1","8017","8D","417.0","1750.0","18.4","0.8","5.7","4.4","55.2","1.2","0.0","21.0","34.2","32.3","1.9","1.3","0.0","31.0","0.0","1.9","0.0","21.4","6.7","9.6","0.91","2.43","0.21","49.0","45.0","21.0","0.0","21.0","0.0","49.0","0.0","0.05","0.12","0.6","1.0","1.6","0.0","1.1","0.1","0.2","13.0","0.6","5.0","182.0","340.0","144.0","39.0","212.0","3.1","0.0","3.1","0.35","0.7","148.0","14.0","0.36","3.0","1.5","29.6","2.4","0.0","0.0","0.0","0.0","0.0","0.0","32.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"CSCN","Chocolate sponge cake with no filling","Chocolate sponge cake with no filling","UK_V2_2022","UK_NDB_1","3082","8D","405.0","1694.0","19.4","1.3","5.7","7.6","44.6","2.2","0.0","15.4","29.2","28.6","0.6","0.0","0.0","28.6","0.0","0.2","0.4","23.0","10.3","8.29","0.78","2.09","0.17","122.0","45.0","21.0","0.0","21.0","0.0","49.0","0.0","0.05","0.12","0.6","1.5","2.1","0.0","1.1","0.1","0.2","13.0","0.6","5.0","136.0","340.0","144.0","39.0","212.0","3.1","0.0","3.1","0.35","0.7","110.0","14.0","0.36","3.0","2.9","26.8","0.0","0.0","0.0","0.0","0.0","0.0","0.0","26.8","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"CSCS","Couscous (plain)","Couscous (plain)","UK_V2_2022","UK_NDB_1","7600","1R","178.0","759.0","53.8","1.3","5.7","7.2","37.5","1.9","0.0","36.5","1.0","0.0","1.0","0.0","0.0","0.2","0.8","0.0","0.0","1.0","0.14","0.12","0.02","0.38","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.13","0.0","2.1","1.2","3.3","0.0","0.1","0.1","0.0","13.0","0.4","2.0","4.0","154.0","20.0","32.0","129.0","1.0","0.0","1.0","0.21","0.9","82.0","0.0","0.55","3.0","2.2","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"CSEL","McDonald's Chicken Selects","McDonald's Chicken Selects","UK_V2_2022","UK_NDB_1","1115","26A","218.0","918.0","44.5","2.2","6.25","14.0","20.8","0.2","0.0","20.1","0.8","0.2","0.6","0.6","0.0","0.0","0.3","0.0","0.0","9.4","0.9","5.17","0.34","2.45","0.01","30.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.09","0.12","7.4","3.7","11.1","0.0","2.7","0.4","1.7","8.0","1.1","1.0","520.0","350.0","28.0","27.0","218.0","0.7","0.3","0.4","0.07","0.6","680.0","3.0","0.2","8.0","1.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","54.07","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"CSHP","Milk Chocolate shapes (e.g mice/coins)","Milk Chocolate shapes (e.g mice/coins)","UK_V2_2022","UK_NDB_1","2254","44R","519.0","2171.0","1.6","1.1","6.38","7.3","56.0","1.3","0.0","0.0","56.0","46.8","9.2","0.0","0.0","46.8","0.0","9.2","0.0","31.1","18.71","9.44","0.1","1.03","0.16","22.0","66.0","22.0","0.0","22.0","0.0","70.0","0.0","0.12","0.53","0.3","2.4","2.7","0.0","0.4","0.2","2.1","9.0","0.7","2.0","89.0","451.0","226.0","57.0","224.0","2.1","0.0","2.1","0.31","1.1","190.0","51.0","0.3","3.0","2.3","47.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","47.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"CSLC","Chicken slice, smoked or unsmoked (pre-packed/deli)","Chicken slice, smoked or unsmoked (pre-packed/deli)","UK_V2_2022","UK_NDB_1","5284","27A","120.0","507.0","76.0","0.0","0.0","19.7","2.2","0.1","0.0","1.5","0.7","0.7","0.0","0.7","0.0","0.0","0.0","0.0","0.0","3.7","1.07","1.86","0.09","0.44","0.03","63.0","0.0","0.0","0.0","0.0","0.0","0.0","0.2","0.05","0.18","9.7","4.2","13.9","0.0","0.2","0.4","0.0","8.0","1.1","2.0","640.0","360.0","13.0","28.0","350.0","0.4","0.2","0.2","0.08","0.8","810.0","5.0","0.02","11.0","0.5","0.0","0.7","0.0","0.0","0.0","0.0","0.0","0.0","0.7","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","83.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"CSLI","Processed cheese slices (e.g. individually wrapped for melting on burgers)","Processed cheese slices (e.g. individually wrapped for melting on burgers)","UK_V2_2022","UK_NDB_1","677","14R","265.0","1102.0","47.4","2.2","6.38","14.0","9.0","0.0","0.0","2.4","6.6","0.0","6.6","0.0","0.0","0.0","0.0","6.6","0.0","19.4","11.44","6.55","0.22","0.46","0.76","55.0","227.0","97.0","0.0","97.0","0.0","243.0","0.17","0.06","0.25","0.1","4.7","4.8","0.0","0.3","0.1","1.2","15.0","0.5","6.0","750.0","178.0","615.0","27.0","768.0","0.5","0.0","0.5","0.0","2.6","595.0","27.0","0.04","5.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","100.0"
"CSNT","Cashew nuts, salted","Cashew nuts, salted","UK_V2_2022","UK_NDB_1","7884","56R","611.0","2533.0","2.4","3.9","5.3","20.5","18.8","3.2","0.0","13.2","5.6","0.0","5.6","0.0","0.0","5.6","0.0","0.0","0.0","50.9","10.1","29.4","0.21","8.89","0.0","0.0","0.0","6.0","0.0","6.0","0.0","1.0","0.0","0.41","0.16","1.3","5.2","6.5","0.0","1.3","0.4","0.0","68.0","1.1","13.0","290.0","730.0","35.0","250.0","510.0","6.2","0.0","6.2","2.04","5.7","490.0","11.0","1.8","34.0","9.8","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","100.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"CSPC","Cream of chicken soup","Cream of chicken soup","UK_V2_2022","UK_NDB_1","2463","50C","52.0","216.0","90.4","0.2","6.25","1.4","5.3","0.0","0.0","3.8","1.5","1.0","0.5","0.0","0.1","0.8","0.0","0.5","0.0","2.9","0.4","1.5","0.2","0.5","0.1","3.0","0.0","16.0","0.0","16.0","0.0","3.0","0.0","0.05","0.05","0.2","0.3","0.5","0.0","0.5","0.0","0.0","1.0","0.0","0.0","220.0","31.0","17.0","3.0","35.0","0.1","0.0","0.1","0.0","0.1","340.0","2.0","0.02","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","2.66","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"CSSF","Cheese savoury sandwich filler","Cheese savoury sandwich filler","UK_V2_2022","UK_NDB_1","9497","14R","375.0","1548.0","48.6","1.7","6.3","11.0","4.0","1.4","0.0","3.0","1.1","0.0","1.1","0.3","0.2","0.2","0.0","0.0","0.3","35.1","10.83","12.57","0.2","8.79","0.74","94.0","169.0","148.0","0.0","148.0","0.0","193.0","0.36","0.05","0.19","0.2","3.0","3.1","2.4","3.0","0.1","1.3","23.0","0.4","4.0","410.0","64.0","301.0","14.0","228.0","0.5","0.0","0.5","0.26","1.8","600.0","19.0","0.04","4.0","0.6","0.7","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.7","0.0","0.0","0.0","0.0","0.0","0.0","0.0","4.0","0.0","0.0","12.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","24.0","15.0"
"CSSP","Croissant, plain","Croissant, plain","UK_V2_2022","UK_NDB_1","166","8D","414.0","1737.0","22.2","1.5","5.7","8.5","50.3","2.0","0.0","43.2","7.0","0.0","7.0","1.6","2.6","0.0","2.5","0.3","0.0","21.3","12.0","4.0","0.19","1.22","1.65","48.0","162.0","19.0","0.0","19.0","0.0","165.0","0.1","0.19","0.16","1.5","1.8","3.3","0.0","1.0","0.1","0.0","47.0","0.5","9.0","284.0","126.0","75.0","19.0","93.0","1.1","0.0","1.1","0.05","0.7","441.0","26.0","0.39","8.0","2.7","4.5","0.0","0.0","0.0","0.0","0.0","0.0","0.0","4.5","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"CSSW","Chicken salad sandwich with white/malted bread","Chicken salad sandwich with white/malted bread","UK_V2_2022","UK_NDB_1","11453","62R","167.0","706.0","60.9","1.6","5.48","11.2","21.1","1.6","0.0","19.1","2.0","0.1","2.0","0.3","0.4","0.0","1.2","0.0","0.0","4.8","1.26","2.02","0.23","0.84","0.03","20.0","36.0","87.0","1.0","85.0","3.0","50.0","0.45","0.13","0.1","4.0","2.3","6.3","2.7","1.2","0.2","0.0","34.0","0.7","1.0","255.0","218.0","88.0","23.0","130.0","0.9","0.1","0.9","0.12","0.6","407.0","5.0","0.31","6.0","1.9","0.5","0.1","0.0","0.0","0.0","0.0","0.0","0.0","0.6","0.0","0.0","0.0","0.0","11.0","0.0","0.0","0.0","0.0","0.0","15.9","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","24.52","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"CSTI","Chicken stir fry (meat and vegetables)","Chicken stir fry (meat and vegetables)","UK_V2_2022","UK_NDB_1","6895","27B","85.0","358.0","79.6","2.2","6.25","13.6","2.9","1.0","0.0","0.3","2.6","0.2","2.4","0.7","0.6","1.1","0.0","0.0","0.2","2.2","0.36","1.0","0.11","0.45","0.01","38.0","0.0","2198.0","579.0","1908.0","0.0","366.0","0.12","0.09","0.07","6.6","2.6","9.2","13.4","0.5","0.3","0.0","15.0","0.8","1.0","205.0","282.0","19.0","21.0","144.0","0.4","0.1","0.4","0.04","0.4","387.0","4.0","0.07","7.0","1.4","0.2","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.2","0.0","0.0","0.0","0.0","0.0","0.0","8.8","19.53","0.55","0.0","27.23","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","40.3","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"CSTR","Cheese strings/strips (e.g. Dairylea)","Cheese strings/strips (e.g. Dairylea)","UK_V2_2022","UK_NDB_1","11129","14R","305.0","1268.0","45.2","3.6","6.38","23.0","2.8","0.0","0.0","1.7","1.1","0.7","0.4","0.0","0.0","0.1","0.0","1.0","0.0","22.5","14.0","5.18","0.24","0.54","1.05","99.0","321.0","226.0","0.0","225.0","0.0","359.0","6.25","0.03","0.4","0.1","5.9","6.0","0.0","0.5","0.1","1.1","33.0","0.4","3.0","730.0","79.0","780.0","25.0","484.0","0.3","0.0","0.3","0.03","2.3","1130.0","39.0","0.0","6.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","100.0"
"CSTS","Custard tart","Egg custard tart","UK_V2_2022","UK_NDB_1","316","8D","272.0","1142.0","49.5","1.0","6.25","6.0","36.4","0.7","0.0","21.4","14.9","12.6","2.3","0.9","0.0","11.9","2.1","0.0","0.0","12.4","5.6","4.5","0.28","1.34","0.05","79.0","55.0","100.0","0.0","100.0","0.0","72.0","0.0","0.14","0.16","0.5","1.2","1.7","0.0","1.3","0.0","0.0","13.0","0.5","6.0","73.0","138.0","92.0","14.0","101.0","0.7","0.0","0.7","0.09","0.5","215.0","13.0","0.19","8.0","1.0","12.7","0.0","0.0","0.0","0.0","0.0","0.0","0.0","12.7","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"CTCH","Cottage cheese","Cottage cheese","UK_V2_2022","UK_NDB_1","687","14A","103.0","431.0","83.5","1.5","6.38","9.4","3.1","0.0","0.0","0.0","3.1","0.0","3.1","0.0","0.0","0.0","0.0","3.1","0.0","6.0","3.2","1.7","0.04","0.16","0.3","22.0","64.0","13.0","0.0","13.0","0.0","66.0","0.0","0.05","0.24","0.2","3.4","3.6","0.0","0.1","0.1","0.6","22.0","0.3","5.0","250.0","161.0","127.0","13.0","171.0","0.0","0.0","0.0","0.0","0.6","400.0","24.0","0.0","4.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","100.0","0.0","0.0"
